longitude,latitude,deff
-154.43,61.894,-36
-154.41,61.891,8.3
-154.4,61.891,10
-154.42,61.893,-23
-154.44,61.895,-29
-154.21,61.874,10
-154.41,61.892,8.1
-154.45,61.896,-6
-154.41,61.892,9.8
-154.27,61.879,-9
-154.43,61.895,-27
-154.31,61.883,18
-154.45,61.896,-24
-154.4,61.892,15
-154.34,61.887,8.6
-154.32,61.885,9.3
-154.33,61.885,-1
-154.42,61.893,1.6
-154.48,61.899,-18
-154.45,61.897,-8
-154.46,61.897,-16
-154.28,61.881,24
-154.31,61.884,27
-154.38,61.891,6.3
-154.47,61.898,-30
-154.41,61.893,7.4
-154.41,61.893,6.9
-154.41,61.893,3.3
-154.44,61.896,-26
-154.41,61.893,9.6
-154.38,61.891,2.2
-154.5,61.902,-40
-154.45,61.896,-20
-154.48,61.899,-19
-154.45,61.897,-23
-154.44,61.896,-33
-154.39,61.892,-8
-154.33,61.886,-7
-154.32,61.886,6.2
-154.41,61.894,3.3
-154.42,61.894,3.6
-154.5,61.902,-44
-154.25,61.879,-24
-154.31,61.885,31
-154.27,61.881,13
-154.3,61.884,14
-154.38,61.891,2.4
-154.47,61.899,-15
-154.38,61.891,6.3
-154.49,61.901,-22
-154.32,61.886,15
-154.48,61.9,-24
-154.45,61.897,-14
-154.44,61.897,-20
-154.38,61.892,3.6
-154.3,61.885,8.9
-154.41,61.895,3.4
-154.47,61.9,-20
-154.46,61.898,-28
-154.32,61.886,13
-154.47,61.9,-21
-154.39,61.893,16
-154.27,61.882,-4
-154.54,61.906,-5
-154.41,61.895,5
-154.47,61.9,-16
-154.36,61.891,31
-154.39,61.893,2.8
-154.44,61.898,-32
-154.22,61.878,-20
-154.37,61.892,9.2
-154.48,61.901,-18
-154.36,61.891,37
-154.31,61.886,17
-154.5,61.904,-33
-154.52,61.905,6.1
-154.49,61.903,-35
-154.26,61.882,4.8
-154.29,61.884,33
-154.42,61.896,3.6
-154.51,61.905,-7
-154.3,61.886,22
-154.25,61.882,-3
-154.3,61.886,13
-154.4,61.895,9.6
-154.3,61.887,17
-154.28,61.885,34
-154.51,61.905,-5
-154.5,61.904,-27
-154.42,61.897,1.8
-154.54,61.908,-4
-154.49,61.904,-26
-154.41,61.897,4
-154.3,61.887,10
-154.3,61.887,26
-154.49,61.904,-32
-154.41,61.897,7.3
-154.3,61.887,20
-154.47,61.902,-21
-154.29,61.886,22
-154.22,61.879,-16
-154.47,61.903,-21
-154.47,61.902,-21
-154.44,61.9,-21
-154.42,61.898,7.4
-154.53,61.908,-0
-154.37,61.894,6.9
-154.39,61.896,26
-154.45,61.901,-21
-154.49,61.905,-29
-154.53,61.909,-7
-154.25,61.884,13
-154.48,61.904,-18
-154.45,61.901,-27
-154.42,61.898,-4
-154.47,61.903,-26
-154.53,61.909,-13
-154.49,61.905,-26
-154.42,61.899,-2
-154.46,61.903,-26
-154.36,61.894,18
-154.34,61.892,-9
-154.38,61.895,4.2
-154.29,61.887,20
-154.36,61.894,18
-154.34,61.892,2.8
-154.42,61.9,1.7
-154.49,61.906,-21
-154.53,61.909,-28
-154.43,61.9,-21
-154.29,61.888,21
-154.3,61.889,19
-154.3,61.889,13
-154.54,61.911,-25
-154.29,61.888,20
-154.52,61.909,1.4
-154.25,61.885,0.8
-154.49,61.907,-9
-154.34,61.893,2.7
-154.29,61.889,18
-154.5,61.908,-4
-154.49,61.907,-12
-154.28,61.889,23
-154.52,61.91,-9
-154.35,61.894,-3
-154.43,61.902,-19
-154.52,61.91,-0
-154.44,61.903,-25
-154.34,61.894,1.3
-154.32,61.892,10
-154.35,61.895,-6
-154.28,61.889,10
-154.47,61.906,-10
-154.29,61.89,25
-154.55,61.913,-7
-154.29,61.889,12
-154.34,61.894,-0
-154.51,61.909,-12
-154.44,61.904,-28
-154.53,61.912,-7
-154.26,61.887,9
-154.43,61.903,-34
-154.36,61.897,3.9
-154.29,61.89,20
-154.44,61.904,-29
-154.38,61.899,1.9
-154.53,61.912,-10
-154.49,61.909,-30
-154.38,61.899,-2
-154.34,61.895,10
-154.48,61.909,-29
-154.44,61.904,-21
-154.38,61.899,-1
-154.44,61.905,-23
-154.52,61.912,-13
-154.46,61.908,-13
-154.49,61.91,-39
-154.27,61.891,3.1
-154.25,61.888,1.1
-154.46,61.907,-29
-154.43,61.905,-31
-154.43,61.905,-19
-154.3,61.893,25
-154.47,61.908,-17
-154.49,61.91,-32
-154.28,61.891,11
-154.46,61.908,-12
-154.45,61.907,-13
-154.3,61.894,17
-154.25,61.889,9.6
-154.27,61.891,9.4
-154.31,61.895,24
-154.41,61.904,-13
-154.5,61.912,0.5
-154.46,61.908,-23
-154.3,61.894,12
-154.32,61.897,10
-154.31,61.895,24
-154.45,61.908,-25
-154.34,61.898,13
-154.44,61.908,-33
-154.4,61.904,-19
-154.51,61.913,-5
-154.33,61.897,19
-154.5,61.913,4.8
-154.43,61.907,-20
-154.3,61.895,20
-154.33,61.898,16
-154.46,61.909,-27
-154.28,61.893,-1
-154.33,61.898,7.1
-154.33,61.898,12
-154.44,61.908,-39
-154.31,61.896,22
-154.31,61.896,23
-154.48,61.911,-27
-154.47,61.91,-17
-154.27,61.893,2.8
-154.31,61.896,15
-154.4,61.905,-12
-154.26,61.891,-11
-154.24,61.89,3.9
-154.32,61.898,5.9
-154.32,61.897,14
-154.27,61.893,-7
-154.33,61.899,10
-154.26,61.892,-0
-154.5,61.914,-2
-154.27,61.893,0.4
-154.46,61.911,-9
-154.47,61.911,-18
-154.51,61.914,-6
-154.28,61.894,4.8
-154.32,61.898,12
-154.47,61.912,-18
-154.27,61.894,-5
-154.32,61.898,5.6
-154.51,61.915,-7
-154.48,61.912,-37
-154.5,61.915,-7
-154.33,61.899,2.7
-154.28,61.894,-3
-154.27,61.894,4.1
-154.32,61.898,4.4
-154.44,61.909,-34
-154.32,61.898,3.8
-154.5,61.915,-20
-154.28,61.895,-1
-154.45,61.91,-34
-154.32,61.899,8
-154.3,61.897,10
-154.27,61.894,4.5
-154.48,61.913,-21
-154.53,61.918,-12
-154.45,61.911,-24
-154.3,61.897,7.2
-154.45,61.911,-36
-154.48,61.914,-20
-154.27,61.895,1.5
-154.28,61.896,7.3
-154.42,61.908,-15
-154.27,61.896,-1
-154.53,61.919,-11
-154.27,61.895,1.7
-154.45,61.911,-33
-154.47,61.914,0.7
-154.46,61.912,-32
-154.41,61.908,-18
-154.31,61.899,1.2
-154.24,61.893,1.2
-154.28,61.896,3.6
-154.24,61.893,0.9
-154.35,61.903,-13
-154.45,61.912,-30
-154.39,61.906,-18
-154.39,61.907,-19
-154.45,61.912,-25
-154.28,61.897,-7
-154.24,61.894,-1
-154.44,61.912,-36
-154.47,61.914,-10
-154.46,61.913,-27
-154.48,61.915,-35
-154.36,61.904,-2
-154.46,61.913,-29
-154.3,61.899,-11
-154.52,61.919,-7
-154.28,61.898,-0
-154.29,61.898,6.5
-154.48,61.916,-18
-154.46,61.915,-30
-154.28,61.898,5.2
-154.3,61.9,2.3
-154.28,61.898,3.5
-154.48,61.917,-27
-154.3,61.9,2.5
-154.3,61.9,-4
-154.29,61.899,10
-154.31,61.901,9.5
-154.34,61.903,1.9
-154.31,61.901,7.7
-154.26,61.897,-2
-154.3,61.901,-3
-154.3,61.901,-11
-154.46,61.915,-32
-154.43,61.912,-4
-154.28,61.899,0.3
-154.5,61.918,-19
-154.33,61.904,-14
-154.28,61.899,-9
-154.47,61.916,1.3
-154.48,61.917,3.9
-154.47,61.916,-35
-154.46,61.916,-38
-154.24,61.896,-5
-154.45,61.915,-22
-154.38,61.909,-2
-154.39,61.91,-22
-154.31,61.902,15
-154.31,61.902,9.6
-154.48,61.918,2
-154.52,61.922,-12
-154.39,61.91,-13
-154.45,61.915,-39
-154.31,61.903,2.4
-154.27,61.899,-4
-154.35,61.906,10
-154.52,61.922,-10
-154.47,61.918,6.2
-154.43,61.914,-12
-154.31,61.903,2.2
-154.48,61.919,-0
-154.52,61.922,-10
-154.26,61.899,2.1
-154.49,61.919,-14
-154.33,61.905,6
-154.19,61.893,-7
-154.3,61.903,-10
-154.3,61.903,-7
-154.42,61.914,-29
-154.29,61.903,-9
-154.26,61.9,5.1
-154.21,61.895,-15
-154.2,61.894,-6
-154.29,61.903,-7
-154.36,61.909,-2
-154.48,61.92,1.8
-154.19,61.894,1.8
-154.19,61.894,2.6
-154.29,61.903,-3
-154.43,61.915,-28
-154.29,61.903,-8
-154.5,61.922,-5
-154.26,61.9,1.2
-154.5,61.922,-2
-154.29,61.903,-12
-154.29,61.903,-1
-154.23,61.898,5.2
-154.23,61.898,11
-154.41,61.915,-27
-154.44,61.918,-29
-154.44,61.917,-20
-154.26,61.901,5.1
-154.26,61.902,8.6
-154.44,61.918,-25
-154.5,61.923,-5
-154.36,61.911,-9
-154.29,61.905,-17
-154.25,61.901,4.7
-154.54,61.927,-15
-154.33,61.909,1.1
-154.45,61.919,-20
-154.25,61.901,4.8
-154.5,61.924,-4
-154.51,61.925,-20
-154.33,61.909,10
-154.25,61.902,-0
-154.19,61.896,-7
-154.22,61.899,-19
-154.25,61.902,-2
-154.44,61.919,-16
-154.19,61.897,8.3
-154.41,61.917,-26
-154.49,61.924,-4
-154.25,61.903,4
-154.22,61.9,-1
-154.25,61.903,10
-154.41,61.918,-25
-154.43,61.92,-24
-154.25,61.904,-3
-154.43,61.92,-7
-154.24,61.903,0.9
-154.25,61.904,0.2
-154.25,61.904,4.7
-154.25,61.904,-4
-154.43,61.921,2.6
-154.43,61.921,-7
-154.24,61.904,-1
-154.22,61.902,9.2
-154.24,61.904,6.5
-154.37,61.916,-4
-154.54,61.931,-8
-154.48,61.926,6.5
-154.25,61.905,3.2
-154.37,61.916,-1
-154.22,61.902,9
-154.19,61.9,-15
-154.35,61.914,-15
-154.44,61.923,-21
-154.24,61.905,0.1
-154.25,61.906,2.4
-154.24,61.905,-0
-154.19,61.9,-7
-154.48,61.927,11
-154.24,61.905,4.5
-154.36,61.916,-20
-154.43,61.922,-30
-154.25,61.906,2.6
-154.24,61.905,-3
-154.5,61.929,7.6
-154.27,61.909,2.9
-154.25,61.906,4.8
-154.24,61.906,-6
-154.24,61.906,2.1
-154.26,61.908,2.3
-154.25,61.907,-0
-154.31,61.912,8.5
-154.24,61.906,3.8
-154.26,61.908,-2
-154.18,61.901,13
-154.24,61.906,-1
-154.18,61.901,5.8
-154.52,61.931,-11
-154.42,61.923,-25
-154.26,61.908,2.6
-154.23,61.906,-1
-154.42,61.923,-13
-154.23,61.906,6.7
-154.47,61.928,-21
-154.37,61.92,-8
-154.24,61.908,2.1
-154.25,61.908,4.2
-154.41,61.924,-22
-154.37,61.92,-9
-154.23,61.907,0.8
-154.41,61.923,1.5
-154.23,61.907,10
-154.48,61.93,8.6
-154.24,61.908,7.9
-154.26,61.91,8
-154.25,61.909,3.6
-154.35,61.918,-8
-154.18,61.903,-2
-154.26,61.91,-8
-154.24,61.909,12
-154.24,61.909,10
-154.24,61.909,3.5
-154.39,61.922,-12
-154.35,61.919,3.9
-154.45,61.928,-20
-154.24,61.909,10
-154.26,61.911,-0
-154.38,61.922,-18
-154.23,61.909,-0
-154.4,61.924,-5
-154.24,61.909,5.5
-154.21,61.907,4.2
-154.36,61.921,-15
-154.19,61.905,2.2
-154.25,61.911,-5
-154.45,61.929,-26
-154.33,61.918,-13
-154.18,61.905,10
-154.23,61.909,4
-154.47,61.931,-12
-154.23,61.91,-2
-154.25,61.912,7
-154.36,61.922,-21
-154.36,61.922,-11
-154.25,61.912,7.3
-154.25,61.912,6.1
-154.47,61.932,-21
-154.42,61.928,-37
-154.25,61.912,-3
-154.32,61.919,-13
-154.36,61.922,-20
-154.43,61.929,-24
-154.45,61.93,-15
-154.48,61.933,-1
-154.36,61.923,-15
-154.34,61.92,-0
-154.45,61.931,-14
-154.23,61.911,-1
-154.23,61.911,-0
-154.43,61.929,-28
-154.39,61.926,-20
-154.22,61.911,10
-154.23,61.912,10
-154.32,61.92,-17
-154.23,61.912,1
-154.22,61.911,6.4
-154.22,61.911,14
-154.22,61.911,23
-154.44,61.931,-19
-154.43,61.931,-32
-154.5,61.936,2.1
-154.22,61.912,6.5
-154.22,61.912,6.5
-154.18,61.908,-7
-154.42,61.93,-16
-154.23,61.912,14
-154.22,61.912,15
-154.18,61.908,-11
-154.35,61.924,-16
-154.22,61.912,7.3
-154.22,61.913,11
-154.42,61.93,-23
-154.49,61.937,1.7
-154.41,61.93,-4
-154.22,61.912,10
-154.22,61.912,17
-154.44,61.933,-21
-154.47,61.935,13
-154.23,61.914,-6
-154.22,61.912,4.4
-154.31,61.921,13
-154.34,61.924,-0
-154.22,61.913,13
-154.46,61.935,-10
-154.31,61.921,3
-154.51,61.94,-18
-154.31,61.921,10
-154.22,61.914,6.8
-154.33,61.924,-0
-154.42,61.932,-14
-154.31,61.922,12
-154.34,61.925,-2
-154.45,61.935,-11
-154.46,61.936,7.3
-154.34,61.925,-9
-154.21,61.914,5.5
-154.37,61.928,-10
-154.5,61.94,4.5
-154.28,61.92,12
-154.5,61.94,12
-154.34,61.925,0.2
-154.52,61.942,-22
-154.46,61.936,-17
-154.36,61.928,-12
-154.37,61.928,-15
-154.41,61.932,-6
-154.5,61.941,-28
-154.49,61.94,3.9
-154.5,61.941,-30
-154.51,61.942,-12
-154.21,61.915,3.2
-154.45,61.937,-11
-154.46,61.937,-11
-154.21,61.915,-0
-154.21,61.915,2.6
-154.32,61.925,-9
-154.49,61.94,-6
-154.21,61.915,1.9
-154.21,61.915,5.9
-154.37,61.93,-14
-154.44,61.936,-26
-154.42,61.935,-16
-154.21,61.915,2.8
-154.21,61.915,4.7
-154.4,61.933,-12
-154.52,61.944,-9
-154.21,61.916,-1
-154.33,61.927,-4
-154.43,61.936,-24
-154.5,61.943,9.1
-154.52,61.945,-11
-154.48,61.941,-1
-154.23,61.919,-5
-154.23,61.919,-7
-154.24,61.92,3.7
-154.18,61.915,-9
-154.42,61.936,-10
-154.19,61.916,-36
-154.24,61.92,10
-154.2,61.917,10
-154.24,61.92,5.2
-154.5,61.944,-18
-154.32,61.928,-2
-154.51,61.945,-17
-154.47,61.941,4.4
-154.2,61.918,4.1
-154.21,61.918,9.5
-154.45,61.94,-16
-154.37,61.933,-31
-154.2,61.918,3
-154.49,61.944,-3
-154.2,61.918,3
-154.21,61.919,6.5
-154.53,61.948,-12
-154.25,61.924,1.9
-154.18,61.917,-11
-154.18,61.917,-11
-154.39,61.936,-10
-154.52,61.948,-10
-154.22,61.921,-3
-154.47,61.944,3.7
-154.34,61.932,-16
-154.47,61.944,1.1
-154.32,61.931,4.8
-154.43,61.94,-20
-154.28,61.927,13
-154.46,61.944,-3
-154.41,61.939,-11
-154.44,61.941,-17
-154.43,61.941,-8
-154.42,61.94,-33
-154.19,61.919,-22
-154.22,61.922,0
-154.46,61.944,1.5
-154.34,61.933,-11
-154.34,61.934,-19
-154.43,61.942,-21
-154.33,61.933,-10
-154.37,61.937,-23
-154.33,61.933,-8
-154.37,61.936,-28
-154.43,61.942,-22
-154.33,61.933,-20
-154.33,61.933,-11
-154.33,61.933,-1
-154.37,61.936,-22
-154.2,61.921,-5
-154.19,61.921,-5
-154.33,61.933,-10
-154.43,61.943,-14
-154.33,61.933,-7
-154.52,61.951,-18
-154.19,61.921,-12
-154.32,61.934,9.5
-154.45,61.945,-14
-154.45,61.945,-2
-154.42,61.943,-13
-154.41,61.942,-19
-154.32,61.934,9.8
-154.27,61.929,1.1
-154.41,61.943,-25
-154.21,61.924,-3
-154.18,61.922,-3
-154.46,61.948,-7
-154.22,61.926,0
-154.48,61.95,0.8
-154.18,61.923,-11
-154.18,61.923,-0
-154.21,61.925,1.1
-154.18,61.923,-8
-154.41,61.944,-14
-154.48,61.95,-5
-154.18,61.923,-9
-154.41,61.944,-19
-154.18,61.923,-6
-154.18,61.923,-6
-154.17,61.922,-4
-154.46,61.949,-1
-154.2,61.926,-10
-154.17,61.923,-14
-154.46,61.949,-2
-154.36,61.941,-23
-154.18,61.924,-14
-154.45,61.949,-13
-154.45,61.95,-13
-154.17,61.924,-16
-154.17,61.924,-15
-154.16,61.924,2.1
-154.16,61.924,-5
-154.3,61.937,11
-154.52,61.956,-24
-154.42,61.948,-16
-154.47,61.953,-12
-154.3,61.937,10
-154.31,61.938,0.2
-154.32,61.939,-5
-154.37,61.944,-20
-154.31,61.938,-4
-154.27,61.935,8
-154.47,61.953,-6
-154.5,61.956,-14
-154.44,61.951,-2
-154.31,61.939,-10
-154.16,61.926,9.2
-154.42,61.95,-11
-154.41,61.949,-24
-154.25,61.934,5.8
-154.16,61.926,19
-154.44,61.952,-9
-154.44,61.952,-1
-154.5,61.957,-17
-154.2,61.931,-4
-154.16,61.927,23
-154.45,61.953,-12
-154.51,61.959,-14
-154.42,61.951,-24
-154.51,61.959,-21
-154.47,61.956,-8
-154.36,61.946,-7
-154.5,61.959,0.7
-154.53,61.961,-27
-154.14,61.927,26
-154.46,61.955,-10
-154.45,61.954,-15
-154.14,61.927,20
-154.16,61.928,21
-154.28,61.939,14
-154.3,61.941,8.8
-154.31,61.943,4.1
-154.44,61.955,-11
-154.28,61.94,11
-154.28,61.94,9.8
-154.43,61.954,-16
-154.36,61.948,-2
-154.51,61.961,1.3
-154.51,61.962,-14
-154.29,61.942,12
-154.41,61.954,-14
-154.36,61.949,3.3
-154.26,61.941,11
-154.52,61.964,-7
-154.41,61.954,-13
-154.52,61.964,-12
-154.45,61.958,-7
-154.46,61.959,-33
-154.41,61.955,-11
-154.41,61.954,-14
-154.41,61.955,-7
-154.43,61.957,-17
-154.14,61.931,-1
-154.29,61.945,25
-154.43,61.957,-19
-154.46,61.96,-34
-154.29,61.945,29
-154.45,61.96,-45
-154.33,61.95,28
-154.33,61.95,17
-154.25,61.942,-34
-154.51,61.966,-5
-154.28,61.946,24
-154.51,61.967,-9
-154.48,61.964,-10
-154.41,61.958,0.6
-154.5,61.965,-22
-154.45,61.962,-35
-154.45,61.962,-28
-154.51,61.967,-4
-154.18,61.938,-19
-154.46,61.963,-42
-154.4,61.957,-0
-154.25,61.945,15
-154.45,61.963,-33
-154.43,61.961,-10
-154.46,61.964,-34
-154.45,61.963,-31
-154.42,61.961,-14
-154.4,61.959,-0
-154.42,61.96,-21
-154.18,61.939,-21
-154.42,61.961,-15
-154.41,61.96,-9
-154.45,61.964,-42
-154.43,61.962,-7
-154.46,61.965,-33
-154.3,61.95,22
-154.39,61.958,-9
-154.43,61.963,-0
-154.4,61.96,-4
-154.49,61.968,-13
-154.45,61.965,-46
-154.3,61.952,20
-154.3,61.951,22
-154.46,61.966,-43
-154.38,61.96,1.1
-154.39,61.96,6.5
-154.25,61.949,20
-154.25,61.948,-14
-154.41,61.964,-20
-154.48,61.97,-18
-154.41,61.964,-10
-154.48,61.97,-15
-154.21,61.946,2.9
-154.31,61.955,28
-154.25,61.95,-16
-154.3,61.954,29
-154.37,61.961,-2
-154.52,61.974,-1
-154.25,61.95,-7
-154.3,61.955,18
-154.29,61.954,31
-154.35,61.96,24
-154.51,61.974,-14
-154.29,61.954,18
-154.37,61.962,-11
-154.29,61.954,23
-154.28,61.954,21
-154.31,61.957,37
-154.45,61.97,-41
-154.28,61.954,35
-154.46,61.97,-28
-154.43,61.968,-22
-154.49,61.974,-16
-154.46,61.971,-28
-154.44,61.97,-24
-154.46,61.972,-10
-154.51,61.977,-15
-154.27,61.955,3.4
-154.21,61.95,-2
-154.27,61.955,4.2
-154.45,61.972,-45
-154.22,61.952,-2
-154.29,61.958,17
-154.45,61.973,-38
-154.43,61.972,-13
-154.18,61.949,-3
-154.3,61.96,16
-154.35,61.965,-0
-154.45,61.974,-40
-154.44,61.972,-6
-154.47,61.976,-10
-154.16,61.948,-4
-154.29,61.96,4.2
-154.45,61.974,-25
-154.52,61.98,-16
-154.46,61.975,-14
-154.48,61.977,-15
-154.51,61.98,-22
-154.51,61.98,-18
-154.41,61.972,-6
-154.41,61.972,-2
-154.34,61.965,21
-154.29,61.961,6.6
-154.48,61.978,-19
-154.28,61.96,11
-154.48,61.978,-16
-154.29,61.962,12
-154.25,61.958,5.6
-154.3,61.962,18
-154.23,61.956,-8
-154.36,61.968,11
-154.36,61.968,18
-154.45,61.977,-13
-154.29,61.962,8.3
-154.25,61.958,2
-154.17,61.951,3
-154.4,61.973,-0
-154.48,61.979,-22
-154.16,61.951,1.2
-154.45,61.977,-20
-154.16,61.951,4.7
-154.27,61.962,10
-154.41,61.975,-17
-154.45,61.979,-33
-154.36,61.971,8.6
-154.39,61.973,-10
-154.5,61.984,-46
-154.17,61.954,1.3
-154.17,61.954,11
-154.5,61.984,-38
-154.39,61.974,-5
-154.36,61.972,16
-154.45,61.98,-26
-154.45,61.98,-26
-154.44,61.98,-15
-154.36,61.973,25
-154.36,61.973,17
-154.17,61.956,4.2
-154.24,61.963,2.5
-154.43,61.98,-13
-154.26,61.965,-6
-154.45,61.982,-26
-154.31,61.97,14
-154.38,61.976,9.3
-154.17,61.957,-1
-154.35,61.975,8.9
-154.17,61.958,5.2
-154.26,61.966,6.8
-154.49,61.987,-8
-154.19,61.96,-3
-154.44,61.983,-19
-154.41,61.98,2.8
-154.35,61.975,17
-154.49,61.987,-7
-154.4,61.979,-5
-154.18,61.96,-13
-154.25,61.966,2
-154.4,61.98,-1
-154.43,61.983,-20
-154.43,61.983,-14
-154.47,61.987,-13
-154.24,61.966,9.4
-154.19,61.962,6.3
-154.48,61.988,-22
-154.5,61.99,-19
-154.51,61.991,-22
-154.5,61.99,-9
-154.46,61.987,-26
-154.46,61.987,-21
-154.41,61.983,-0
-154.44,61.986,-20
-154.44,61.987,-17
-154.24,61.969,-1
-154.49,61.991,-8
-154.5,61.992,-19
-154.51,61.994,-3
-154.48,61.991,-7
-154.44,61.987,-22
-154.49,61.993,-28
-154.47,61.991,-24
-154.44,61.989,-28
-154.17,61.965,-16
-154.33,61.979,5.1
-154.33,61.979,8.3
-154.25,61.972,11
-154.47,61.993,-7
-154.35,61.981,6.9
-154.15,61.964,-10
-154.24,61.972,8.6
-154.18,61.968,-2
-154.24,61.973,5
-154.15,61.965,-22
-154.18,61.968,-8
-154.46,61.993,-18
-154.35,61.983,1
-154.44,61.991,5.9
-154.43,61.991,-16
-154.47,61.994,-18
-154.37,61.986,-6
-154.43,61.992,-8
-154.3,61.98,6.9
-154.37,61.986,-13
-154.51,61.999,-9
-154.45,61.994,-26
-154.3,61.981,7.4
-154.31,61.982,14
-154.15,61.968,-6
-154.24,61.976,-5
-154.24,61.976,7.2
-154.51,62,-18
-154.5,62,-17
-154.5,62,-18
-154.25,61.978,-0
-154.44,61.995,-8
-154.43,61.994,-24
-154.24,61.977,8.3
-154.41,61.992,-29
-154.24,61.977,-4
-154.23,61.977,-12
-154.35,61.987,-3
-154.24,61.978,7.3
-154.23,61.977,-12
-154.43,61.995,-23
-154.44,61.996,-1
-154.31,61.984,6.1
-154.3,61.983,16
-154.17,61.971,-9
-154.41,61.993,-18
-154.33,61.987,2.8
-154.32,61.986,14
-154.44,61.997,-10
-154.24,61.979,-4
-154.24,61.979,-2
-154.24,61.979,-2
-154.32,61.987,12
-154.24,61.979,-3
-154.24,61.979,5.3
-154.24,61.979,-0
-154.26,61.982,15
-154.33,61.989,16
-154.22,61.979,-8
-154.33,61.989,9.4
-154.24,61.981,2.7
-154.4,61.996,-35
-154.32,61.989,22
-154.24,61.981,-4
-154.26,61.983,19
-154.4,61.996,-23
-154.5,62.006,-19
-154.37,61.995,-16
-154.48,62.005,-9
-154.37,61.994,-12
-154.32,61.99,13
-154.5,62.007,-18
-154.48,62.006,-10
-154.36,61.995,3.7
-154.15,61.976,-10
-154.44,62.003,-14
-154.17,61.978,-1
-154.4,61.999,-32
-154.32,61.992,11
-154.45,62.004,-19
-154.46,62.005,-18
-154.45,62.005,-9
-154.45,62.005,-21
-154.24,61.985,-11
-154.24,61.986,-6
-154.15,61.978,20
-154.24,61.987,-6
-154.15,61.979,16
-154.32,61.994,11
-154.25,61.988,-20
-154.17,61.981,-9
-154.3,61.992,-0
-154.39,62.001,-12
-154.39,62.001,-11
-154.45,62.007,-19
-154.45,62.007,-12
-154.32,61.995,8.9
-154.14,61.979,-7
-154.24,61.989,-16
-154.23,61.987,-21
-154.34,61.997,14
-154.42,62.004,-15
-154.32,61.996,15
-154.3,61.994,7.9
-154.33,61.998,23
-154.44,62.008,-20
-154.31,61.996,18
-154.3,61.995,0.3
-154.3,61.995,-4
-154.33,61.998,17
-154.15,61.982,-6
-154.41,62.006,-16
-154.45,62.009,-15
-154.33,61.998,22
-154.3,61.995,2.8
-154.15,61.982,0.7
-154.16,61.983,2.6
-154.31,61.996,16
-154.33,61.999,22
-154.21,61.987,-2
-154.46,62.01,-12
-154.31,61.997,18
-154.33,61.999,32
-154.31,61.998,13
-154.3,61.997,1.7
-154.46,62.011,-20
-154.33,62,32
-154.34,62.001,1.7
-154.49,62.015,-4
-154.45,62.012,-16
-154.49,62.016,-7
-154.45,62.012,-26
-154.45,62.012,-30
-154.32,62.001,19
-154.47,62.014,-29
-154.25,61.995,-22
-154.47,62.015,-28
-154.46,62.015,-13
-154.34,62.004,1.2
-154.34,62.004,0.4
-154.45,62.014,-15
-154.25,61.996,-16
-154.33,62.003,8
-154.27,61.999,-3
-154.45,62.014,-16
-154.37,62.008,-2
-154.35,62.006,10
-154.48,62.018,-14
-154.33,62.005,-13
-154.47,62.018,-16
-154.37,62.009,-4
-154.35,62.007,-4
-154.15,61.989,-7
-154.34,62.006,-9
-154.15,61.989,-8
-154.34,62.007,-14
-154.15,61.99,1.2
-154.38,62.011,-7
-154.38,62.011,-3
-154.38,62.012,-1
-154.49,62.022,-8
-154.21,61.998,-2
-154.37,62.012,-9
-154.49,62.023,-6
-154.15,61.993,-3
-154.36,62.012,6.8
-154.23,62.001,12
-154.36,62.012,13
-154.49,62.024,-16
-154.36,62.012,9.9
-154.15,61.993,5.6
-154.41,62.017,-27
-154.48,62.024,-7
-154.35,62.013,-1
-154.44,62.021,18
-154.36,62.014,-7
-154.41,62.019,-17
-154.36,62.014,-13
-154.44,62.022,-2
-154.44,62.021,15
-154.36,62.015,-8
-154.36,62.015,-19
-154.31,62.011,15
-154.15,61.996,-1
-154.35,62.014,-18
-154.34,62.013,-7
-154.16,61.997,-0
-154.35,62.015,-15
-154.46,62.024,5.6
-154.35,62.015,-15
-154.35,62.014,-17
-154.2,62.001,-7
-154.37,62.017,-10
-154.35,62.015,-19
-154.36,62.016,-28
-154.35,62.016,-20
-154.24,62.006,4.8
-154.31,62.012,0.5
-154.35,62.016,-23
-154.35,62.016,-15
-154.36,62.017,-8
-154.36,62.017,-24
-154.36,62.017,-23
-154.25,62.008,-2
-154.36,62.017,-24
-154.24,62.007,9.6
-154.24,62.007,-3
-154.35,62.017,-21
-154.31,62.013,-10
-154.35,62.018,-24
-154.35,62.018,-26
-154.35,62.018,-25
-154.36,62.019,-17
-154.36,62.019,-15
-154.36,62.019,-23
-154.36,62.019,-32
-154.36,62.019,-18
-154.36,62.02,-25
-154.35,62.019,-28
-154.36,62.019,-18
-154.35,62.019,-23
-154.23,62.008,5.6
-154.36,62.02,-25
-154.15,62.001,14
-154.36,62.02,-31
-154.23,62.008,6.9
-154.15,62.001,13
-154.48,62.031,-4
-154.15,62.001,13
-154.36,62.021,-28
-154.29,62.015,-10
-154.36,62.022,-41
-154.48,62.033,-3
-154.36,62.023,-21
-154.48,62.033,1.9
-154.28,62.016,-7
-154.37,62.024,-22
-154.36,62.023,-19
-154.3,62.018,-4
-154.36,62.023,-20
-154.3,62.018,-14
-154.17,62.006,8
-154.36,62.024,-25
-154.48,62.034,11
-154.46,62.033,-2
-154.44,62.032,4.1
-154.27,62.017,4.1
