longitude,latitude,deff
-154.1,61.937,-16
-153.65,61.887,-10
-153.65,61.887,-4
-154.02,61.929,-8
-153.43,61.862,-16
-153.47,61.866,-20
-153.32,61.849,-13
-154.3,61.959,-19
-153.65,61.887,-0
-154.04,61.931,-11
-153.65,61.887,-17
-153.47,61.866,-15
-154.07,61.934,-6
-153.24,61.84,0.5
-154.13,61.941,-2
-154.06,61.933,-20
-153.7,61.893,-18
-154.04,61.931,-0
-153.36,61.854,-6
-154.04,61.931,-8
-153.23,61.839,-16
-153.2,61.836,1.8
-153.43,61.863,1.8
-153.65,61.888,-5
-153.65,61.887,-7
-153.26,61.842,-22
-154.3,61.96,-16
-153.89,61.915,-12
-153.23,61.84,-5
-154.05,61.932,-6
-153.26,61.842,-20
-153.36,61.855,-18
-153.43,61.863,2.9
-153.39,61.858,-5
-153.65,61.888,-13
-154.02,61.93,-3
-153.44,61.864,-5
-153.67,61.89,-7
-153.65,61.888,-7
-153.65,61.888,-3
-153.89,61.915,-1
-153.65,61.888,-6
-153.21,61.837,-1
-154.17,61.946,-17
-154.07,61.935,-2
-154.25,61.954,-24
-154.02,61.93,2.7
-153.43,61.863,-0
-153.22,61.839,5.3
-153.36,61.855,-14
-153.33,61.851,-10
-153.43,61.863,2.5
-153.48,61.869,5.9
-153.57,61.88,-28
-153.65,61.888,-5
-154.08,61.937,-6
-153.91,61.918,-11
-153.65,61.888,-15
-153.43,61.863,-6
-153.61,61.883,-15
-154.01,61.929,-18
-153.22,61.839,1
-153.91,61.918,-21
-153.79,61.905,-22
-153.77,61.902,-16
-154.05,61.934,8.3
-153.65,61.888,-6
-153.92,61.919,-9
-154.04,61.933,-0
-153.65,61.889,-11
-153.44,61.865,-8
-154.07,61.936,-3
-153.77,61.903,-15
-153.44,61.865,-6
-153.64,61.888,-0
-153.77,61.902,-15
-154.27,61.958,-8
-153.43,61.864,-8
-154.05,61.934,-1
-153.79,61.905,-18
-154.11,61.94,-13
-153.45,61.866,-14
-153.79,61.906,-22
-153.44,61.865,-20
-153.44,61.865,-13
-153.44,61.865,-5
-153.57,61.88,-22
-154.22,61.953,-3
-153.53,61.876,23
-153.35,61.855,-9
-153.18,61.835,5.1
-153.57,61.881,-24
-153.39,61.859,-26
-153.35,61.855,-17
-153.58,61.882,-28
-154.04,61.934,1.9
-153.64,61.888,-17
-153.22,61.84,5.5
-153.39,61.86,-20
-153.48,61.871,-11
-153.64,61.889,-17
-153.64,61.888,-12
-154.27,61.959,3.8
-153.39,61.86,-22
-153.39,61.86,-21
-154.02,61.931,2.7
-153.6,61.885,-13
-154,61.93,-21
-153.65,61.89,-25
-154.06,61.936,-3
-153.26,61.845,-19
-154.03,61.933,-15
-153.64,61.889,-17
-153.24,61.843,-35
-153.66,61.892,-22
-154.06,61.936,-8
-154.02,61.932,3.3
-153.53,61.877,23
-153.53,61.877,18
-154.08,61.938,-10
-153.53,61.876,26
-153.18,61.836,8.5
-154.06,61.936,-3
-154.28,61.96,-6
-153.21,61.839,1.9
-154.02,61.932,-11
-153.45,61.867,-12
-153.47,61.87,-16
-154.04,61.934,1.8
-153.49,61.872,-0
-153.66,61.892,-20
-154.02,61.932,-11
-154.01,61.93,-18
-154.01,61.93,-16
-153.55,61.88,-13
-154.04,61.934,1.3
-154.01,61.931,-17
-154.05,61.935,-6
-153.74,61.901,-3
-153.53,61.877,13
-154.02,61.932,-4
-153.45,61.867,-9
-154.02,61.932,-13
-154.02,61.932,-13
-154.3,61.962,-1
-154.01,61.931,-13
-154.01,61.931,-7
-154.02,61.932,-2
-154.02,61.932,-4
-153.47,61.87,-7
-153.24,61.844,-26
-153.24,61.843,-38
-154.34,61.968,-1
-153.89,61.918,4.1
-153.95,61.925,-29
-154.27,61.959,1.7
-154.02,61.932,-13
-154.29,61.962,11
-153.53,61.877,20
-154.29,61.961,0.7
-154,61.931,-20
-154.01,61.931,-5
-154.16,61.947,-26
-153.74,61.901,-2
-154.01,61.931,-20
-154.02,61.932,-13
-153.53,61.877,13
-153.54,61.879,-20
-154.34,61.968,-6
-153.39,61.861,-10
-153.53,61.878,31
-154.01,61.931,-18
-154.01,61.931,-20
-153.53,61.877,27
-154.34,61.968,0.8
-153.76,61.903,-13
-153.74,61.902,-8
-154.01,61.931,-23
-153.53,61.878,19
-153.53,61.878,20
-153.56,61.882,-19
-153.32,61.853,-14
-153.91,61.921,-10
-154,61.931,-24
-153.53,61.878,25
-153.22,61.842,-5
-154.06,61.937,8.7
-153.63,61.89,-5
-153.53,61.878,24
-153.55,61.881,-17
-153.24,61.844,-29
-153.37,61.859,-28
-153.63,61.89,3
-153.61,61.887,-10
-153.58,61.884,-34
-153.32,61.854,0.3
-153.64,61.89,-9
-153.21,61.841,22
-154.01,61.932,-18
-153.25,61.845,-23
-153.53,61.878,23
-153.45,61.868,-14
-153.24,61.845,-27
-153.63,61.889,-3
-154.04,61.936,-8
-153.25,61.846,-58
-154.01,61.933,-15
-154.06,61.938,9.2
-153.24,61.845,-25
-153.57,61.882,-22
-153.95,61.926,-28
-154.01,61.933,-14
-153.57,61.884,-29
-153.56,61.882,-23
-154.04,61.936,-4
-153.63,61.89,-11
-153.63,61.89,-1
-154.02,61.934,-12
-153.62,61.889,-14
-154.22,61.956,9
-154.02,61.934,-14
-153.92,61.923,2.1
-153.65,61.893,-20
-153.65,61.892,-25
-153.63,61.89,-3
-153.54,61.88,-27
-153.59,61.886,-17
-154.18,61.952,-7
-153.92,61.923,-3
-153.44,61.869,-9
-153.53,61.879,7.8
-153.25,61.846,-14
-153.56,61.883,-24
-153.4,61.864,-5
-153.38,61.862,-1
-153.54,61.88,-11
-153.53,61.879,4.6
-153.64,61.892,-16
-153.6,61.887,-18
-154.15,61.948,-10
-154.1,61.943,-10
-154.09,61.943,-10
-153.38,61.862,-1
-153.55,61.882,-0
-153.59,61.886,-2
-153.19,61.839,-2
-153.74,61.903,-10
-154.15,61.949,-20
-153.65,61.894,-21
-153.62,61.889,-9
-154.03,61.936,-21
-153.53,61.88,18
-154.08,61.941,1.9
-153.44,61.87,3.4
-154.12,61.946,-20
-153.53,61.88,16
-154.01,61.934,-17
-154.18,61.952,-4
-153.92,61.924,-13
-154.08,61.941,0.8
-153.74,61.904,-9
-153.24,61.846,-20
-153.63,61.891,-6
-153.38,61.863,1.5
-153.6,61.888,-15
-153.25,61.847,-15
-153.84,61.915,-24
-153.6,61.889,-21
-154.04,61.938,5.7
-153.79,61.91,-12
-153.44,61.87,-3
-153.44,61.87,-5
-153.32,61.857,-3
-153.74,61.905,-7
-153.53,61.881,13
-154.08,61.942,4.2
-154.08,61.942,3.5
-153.83,61.915,-27
-153.44,61.87,-6
-154.13,61.948,-17
-153.47,61.874,-2
-153.6,61.888,-15
-153.66,61.895,-18
-153.34,61.858,-14
-153.73,61.904,-3
-153.44,61.871,4.8
-153.22,61.845,-3
-153.39,61.864,-12
-153.92,61.925,-25
-154.04,61.938,4
-154.16,61.951,-18
-153.44,61.871,-7
-153.25,61.848,-24
-153.86,61.918,0.9
-153.96,61.93,-18
-153.66,61.896,-14
-153.93,61.927,-6
-153.47,61.874,-9
-153.75,61.906,3
-154.03,61.937,5
-153.57,61.885,-29
-153.49,61.877,-12
-153.23,61.847,-21
-153.47,61.874,-10
-154.24,61.961,5.3
-154.02,61.937,5.9
-153.63,61.893,-14
-153.92,61.925,-9
-153.23,61.846,-8
-153.75,61.907,-17
-153.7,61.901,-8
-153.51,61.879,-2
-154.24,61.961,8.5
-153.44,61.871,-9
-153.58,61.888,-25
-153.58,61.888,-38
-153.57,61.886,-20
-153.42,61.869,-12
-153.44,61.872,-2
-153.44,61.872,5.4
-153.5,61.878,-4
-153.86,61.919,-2
-153.63,61.893,-17
-153.31,61.856,-18
-154.31,61.969,-8
-153.44,61.872,0.1
-154.21,61.959,2
-153.75,61.907,-8
-153.86,61.919,-20
-154.07,61.943,-4
-154.22,61.959,4
-153.41,61.868,6.3
-153.31,61.857,-16
-153.3,61.856,-5
-153.57,61.887,-31
-153.49,61.878,-10
-153.44,61.872,1.7
-154.02,61.937,5.4
-153.63,61.894,-20
-153.57,61.887,-15
-153.63,61.893,-20
-153.22,61.847,-0
-153.23,61.848,-17
-153.57,61.887,-35
-153.58,61.888,-33
-153.76,61.908,8.3
-153.36,61.864,-13
-153.57,61.887,-37
-153.57,61.887,-30
-153.37,61.864,-23
-153.54,61.884,8.4
-153.37,61.864,-10
-153.56,61.886,-4
-153.24,61.85,-23
-153.35,61.862,-3
-153.73,61.906,1
-153.5,61.879,-8
-153.85,61.919,-29
-153.54,61.884,1.6
-154.05,61.941,10
-153.56,61.886,-16
-154.02,61.938,-5
-153.42,61.87,-4
-154.35,61.975,22
-153.93,61.928,8.5
-153.44,61.873,-6
-153.86,61.921,-6
-154.35,61.975,15
-154.03,61.94,-6
-153.62,61.893,-26
-153.57,61.888,-43
-153.85,61.92,-16
-153.62,61.894,-28
-153.85,61.919,-22
-153.57,61.888,-31
-153.54,61.885,7.9
-154.35,61.975,12
-153.38,61.866,-11
-153.26,61.852,-3
-153.84,61.919,-8
-153.62,61.894,-25
-154.03,61.94,-10
-153.44,61.873,11
-153.84,61.919,-25
-153.44,61.873,2.9
-153.86,61.921,-11
-153.37,61.865,-19
-154.12,61.95,4.5
-153.54,61.885,1.2
-153.54,61.885,-0
-153.85,61.92,-11
-153.42,61.871,-17
-153.85,61.92,-18
-153.74,61.908,4.2
-153.22,61.849,-10
-153.62,61.895,-18
-153.62,61.895,-23
-154.03,61.94,2.1
-153.63,61.895,-35
-153.42,61.872,-24
-153.56,61.888,-9
-154.07,61.945,-4
-153.42,61.872,-12
-153.57,61.889,-47
-153.44,61.874,-3
-154.04,61.942,7.4
-153.43,61.873,-12
-154.07,61.945,-9
-154.14,61.953,1.8
-153.63,61.896,-28
-153.25,61.853,-8
-153.62,61.896,-18
-153.62,61.895,-21
-153.54,61.886,-1
-154.04,61.942,-6
-154.24,61.964,-4
-153.72,61.906,4.1
-153.62,61.895,-34
-153.54,61.887,0.8
-153.58,61.891,-36
-153.63,61.896,-23
-154.01,61.939,16
-153.6,61.893,-12
-154.02,61.94,14
-153.74,61.909,8.1
-153.87,61.923,8.7
-154.01,61.939,4.1
-153.39,61.869,1
-154.02,61.94,20
-153.44,61.875,2.6
-153.62,61.895,-26
-153.54,61.886,-15
-153.27,61.855,-5
-153.37,61.866,-13
-154.06,61.945,9.1
-154.17,61.958,-4
-153.53,61.885,17
-153.42,61.872,-26
-153.85,61.922,-16
-153.68,61.903,-7
-153.56,61.889,-13
-153.44,61.875,-6
-154.01,61.94,8.6
-153.49,61.881,-15
-153.53,61.885,7.6
-153.97,61.935,-11
-154.02,61.941,12
-153.91,61.928,-12
-153.74,61.909,2.4
-153.58,61.891,-27
-153.59,61.892,-17
-154.02,61.941,2.2
-153.63,61.897,-26
-153.62,61.896,-21
-153.7,61.905,1.3
-153.53,61.886,6.4
-153.85,61.923,-12
-153.94,61.932,-3
-154.02,61.941,13
-153.53,61.886,-4
-153.53,61.886,-9
-153.53,61.885,8.4
-154.02,61.941,9
-154.02,61.941,11
-153.33,61.863,-17
-153.6,61.894,-8
-153.97,61.936,-17
-153.53,61.886,5.5
-153.24,61.853,-16
-153.53,61.886,2.6
-153.62,61.897,-11
-153.97,61.936,-14
-153.97,61.936,-6
-153.7,61.906,-6
-153.97,61.936,-8
-153.53,61.887,1.4
-153.53,61.886,3.5
-153.53,61.886,6
-153.52,61.886,-1
-153.97,61.936,-14
-154.02,61.942,5
-153.97,61.936,-7
-153.62,61.896,-19
-153.53,61.886,-0
-154.3,61.973,-4
-154.01,61.941,13
-153.33,61.863,-7
-153.28,61.857,-13
-153.22,61.851,46
-153.85,61.923,-8
-154.01,61.941,8.1
-153.32,61.862,-22
-153.27,61.857,-7
-153.53,61.887,0.8
-154.16,61.958,-8
-153.45,61.877,-13
-153.53,61.887,3.3
-153.53,61.887,-5
-153.52,61.886,2.1
-153.31,61.861,-15
-153.27,61.857,-12
-154.02,61.942,16
-153.56,61.89,-11
-154.02,61.942,13
-153.42,61.874,-2
-153.53,61.887,-7
-153.53,61.887,-1
-153.52,61.886,-3
-153.68,61.904,-6
-153.31,61.861,-16
-153.24,61.854,-11
-153.53,61.887,-2
-153.53,61.887,0.5
-153.53,61.887,-0
-154.02,61.943,13
-153.31,61.861,-7
-153.3,61.861,-21
-153.97,61.937,-19
-154.33,61.976,15
-153.53,61.887,-6
-153.94,61.933,-13
-153.31,61.862,-5
-153.52,61.886,-6
-154.02,61.942,11
-153.97,61.937,-28
-153.37,61.869,-18
-153.31,61.862,-17
-153.57,61.892,-21
-153.97,61.937,-16
-154.14,61.956,-22
-153.22,61.852,52
-153.56,61.89,-4
-153.42,61.875,-14
-153.63,61.898,-32
-153.42,61.875,-10
-153.56,61.891,-14
-153.97,61.937,-27
-154.33,61.977,16
-153.42,61.875,-14
-153.58,61.893,-19
-153.53,61.887,-3
-153.94,61.934,-12
-153.56,61.891,4
-154.02,61.942,16
-153.38,61.871,6.3
-153.96,61.937,-19
-154.14,61.957,-11
-153.97,61.937,-28
-154.03,61.944,16
-153.21,61.851,55
-154.14,61.957,-5
-153.3,61.862,-17
-153.8,61.918,-20
-154.32,61.976,-3
-153.31,61.862,-15
-153.31,61.862,-16
-153.31,61.862,-18
-153.22,61.852,58
-153.97,61.938,-16
-153.24,61.854,48
-153.31,61.863,-15
-153.72,61.909,2.7
-153.22,61.852,66
-154.02,61.944,12
-153.97,61.938,-22
-153.97,61.938,-25
-154.1,61.953,-16
-153.76,61.915,-2
-153.53,61.888,-5
-154.02,61.944,20
-153.27,61.858,65
-153.97,61.938,-32
-153.93,61.934,-11
-153.53,61.888,-7
-153.53,61.888,-0
-153.82,61.922,-12
-153.53,61.888,-4
-153.48,61.883,-28
-153.52,61.888,-5
-153.97,61.939,-27
-154.26,61.971,-6
-153.21,61.852,67
-153.53,61.888,-6
-153.97,61.939,-24
-153.6,61.897,-17
-153.53,61.889,-14
-153.35,61.868,-26
-153.27,61.859,56
-154.14,61.958,-19
-153.97,61.939,-16
-154.26,61.971,-13
-154.01,61.944,4.3
-153.44,61.879,-10
-153.97,61.939,-20
-153.41,61.876,-19
-154.35,61.98,13
-154.2,61.964,5.8
-153.55,61.892,13
-153.21,61.853,55
-153.24,61.855,40
-153.41,61.876,-0
-153.97,61.939,-31
-154.11,61.955,-7
-153.24,61.856,44
-153.88,61.929,5.6
-153.97,61.939,-31
-153.62,61.899,-24
-153.59,61.896,-18
-153.82,61.922,-24
-153.45,61.881,-41
-153.45,61.881,-30
-153.52,61.889,-3
-153.97,61.939,-30
-154.2,61.965,8.3
-154,61.943,0.6
-153.52,61.889,-16
-153.6,61.898,-15
-153.53,61.889,-14
-153.83,61.924,-20
-153.52,61.889,-18
-153.46,61.882,-31
-153.33,61.866,6.9
-153.96,61.939,-15
-153.53,61.89,-16
-153.53,61.889,-11
-153.88,61.929,9.9
-153.97,61.94,-27
-153.42,61.877,5.8
-153.56,61.893,-6
-153.34,61.868,-28
-153.24,61.856,39
-153.29,61.863,-14
-153.52,61.889,-19
-153.52,61.889,-13
-154.1,61.954,-7
-153.39,61.874,1.2
-153.42,61.878,-4
-153.53,61.89,-12
-153.31,61.864,-19
-153.52,61.889,-15
-153.43,61.879,-2
-153.52,61.889,-11
-153.39,61.874,6.2
-153.39,61.874,0.3
-154.17,61.962,-1
-153.71,61.911,-5
-153.96,61.939,-21
-153.96,61.939,-9
-153.52,61.89,-12
-153.95,61.938,-14
-153.94,61.937,-11
-154.11,61.956,-2
-154.02,61.945,-4
-154.02,61.945,0.2
-153.46,61.882,-36
-153.96,61.939,-19
-154.24,61.97,-10
-153.82,61.924,1.6
-153.2,61.853,-16
-153.53,61.89,-21
-153.23,61.856,53
-153.41,61.877,-6
-153.62,61.901,-29
-153.53,61.891,-12
-154.11,61.956,-5
-153.31,61.865,-9
-153.78,61.919,-13
-153.52,61.89,-18
-153.41,61.878,3
-153.93,61.936,-5
-153.39,61.874,8.5
-154.07,61.951,-12
-153.52,61.889,-3
-153.32,61.867,-9
-154.34,61.981,6.4
-153.52,61.89,-14
-153.39,61.875,4.4
-153.39,61.875,13
-153.39,61.875,11
-153.39,61.875,7.7
-153.52,61.89,-14
-153.51,61.889,-9
-154.13,61.958,-21
-153.95,61.938,-25
-153.39,61.875,8.6
-153.38,61.874,2.6
-154.23,61.97,7.8
-154.32,61.979,-16
-153.43,61.88,-7
-153.22,61.856,62
-153.62,61.901,-17
-154.14,61.959,-16
-154.23,61.97,-5
-153.9,61.934,-9
-153.78,61.92,-16
-153.93,61.937,-11
-153.72,61.913,6.5
-154.15,61.961,-9
-153.72,61.913,8.1
-153.4,61.876,-12
-153.23,61.857,55
-153.39,61.875,-5
-153.57,61.896,-12
-153.41,61.878,-3
-153.72,61.913,6.4
-153.23,61.856,47
-153.31,61.866,-13
-153.59,61.898,-26
-154.34,61.981,1.9
-154.3,61.977,-10
-154.07,61.952,-5
-153.39,61.875,-1
-153.91,61.935,-14
-154.13,61.959,0.2
-153.95,61.939,-16
-153.95,61.939,-25
-153.41,61.878,-7
-153.72,61.914,7.3
-153.45,61.883,-37
-153.96,61.94,-28
-154.3,61.978,-8
-153.73,61.914,-2
-153.99,61.944,-13
-153.3,61.865,-10
-153.71,61.912,-8
-153.39,61.876,-4
-153.34,61.87,-24
-154.16,61.963,-6
-153.98,61.942,-12
-154.02,61.948,17
-153.93,61.937,-16
-153.58,61.898,-18
-153.23,61.857,55
-154.18,61.965,9.1
-153.93,61.938,-16
-153.58,61.898,-25
-154.06,61.952,6.8
-153.71,61.913,-7
-153.83,61.926,-10
-153.36,61.873,-16
-153.98,61.943,-0
-153.23,61.857,58
-153.33,61.869,2.8
-153.56,61.896,-7
-154.01,61.947,8.2
-153.56,61.896,7.7
-154.02,61.948,-6
-153.36,61.873,-8
-153.43,61.881,-8
-153.36,61.874,-19
-153.88,61.933,5.3
-154.14,61.961,-15
-153.73,61.916,-12
-153.6,61.901,-15
-153.97,61.942,-29
-153.56,61.897,-20
-153.39,61.877,4
-154.24,61.972,-5
-153.55,61.896,11
-154.06,61.953,5.7
-153.56,61.897,-18
-154.01,61.947,-0
-153.39,61.877,1.8
-153.36,61.874,-10
-153.39,61.877,9.7
-153.39,61.877,-9
-153.71,61.914,-6
-153.59,61.9,-8
-153.56,61.897,-1
-154.02,61.948,-3
-153.98,61.944,-19
-153.16,61.851,10
-153.52,61.893,-27
-153.6,61.901,-3
-154.12,61.959,-3
-154.32,61.982,-2
-153.88,61.934,-2
-153.6,61.902,-14
-153.6,61.902,3.4
-153.39,61.878,6.6
-153.19,61.855,-4
-153.39,61.877,-8
-153.88,61.934,5
-153.71,61.914,-3
-153.39,61.878,-0
-153.39,61.878,-1
-153.39,61.878,-4
-153.33,61.871,-4
-153.46,61.885,-38
-154.13,61.961,1
-154.1,61.958,-3
-154.16,61.965,-3
-153.31,61.868,-9
-153.27,61.864,62
-153.71,61.915,-10
-153.23,61.859,59
-153.53,61.894,-28
-153.97,61.944,-15
-153.83,61.928,-20
-153.34,61.872,-17
-153.38,61.877,2.6
-153.31,61.869,-15
-153.97,61.944,-16
-153.33,61.871,-4
-153.41,61.88,-3
-153.2,61.856,-5
-154.15,61.964,-21
-153.92,61.939,4.4
-153.34,61.873,-17
-153.22,61.858,48
-153.34,61.872,-16
-153.45,61.886,-31
-153.97,61.945,-21
-153.18,61.855,-0
-153.33,61.871,-7
-153.58,61.9,-2
-153.93,61.939,-10
-153.97,61.945,-19
-153.97,61.944,-20
-153.6,61.903,-2
-153.97,61.945,-26
-153.56,61.899,-3
-153.97,61.945,-30
-153.93,61.94,-28
-153.22,61.859,48
-153.39,61.878,6.4
-153.96,61.944,-27
-153.24,61.861,49
-153.22,61.859,60
-153.34,61.873,-20
-153.38,61.878,-3
-153.34,61.874,-12
-153.18,61.855,2.5
-153.34,61.873,-12
-153.58,61.901,-2
-153.6,61.903,-0
-154.33,61.984,-9
-153.33,61.872,-2
-153.97,61.945,-26
-153.97,61.945,-21
-153.98,61.946,-21
-153.67,61.911,-10
-154.01,61.949,11
-153.88,61.935,-13
-154.33,61.985,-13
-153.72,61.917,-13
-153.97,61.945,-19
-153.43,61.884,13
-154.14,61.964,-19
-153.33,61.872,-5
-154.12,61.962,1.4
-153.36,61.876,-12
-154.08,61.958,-9
-153.71,61.917,-28
-153.97,61.945,-31
-153.62,61.906,-8
-153.52,61.895,-8
-153.32,61.871,-10
-153.21,61.858,42
-154.14,61.964,-20
-153.15,61.852,-9
-153.98,61.946,-13
-153.33,61.873,-21
-153.97,61.946,-26
-153.59,61.903,-6
-153.97,61.945,-26
-153.93,61.941,-30
-153.7,61.916,-9
-154.01,61.95,9.7
-153.31,61.871,-9
-153.87,61.935,-2
-154.02,61.952,1.4
-153.87,61.935,8.1
-153.35,61.875,-8
-153.22,61.861,55
-153.52,61.895,-4
-153.71,61.917,-17
-153.87,61.935,-8
-153.95,61.944,-18
-153.97,61.947,-15
-154.08,61.959,8
-153.97,61.946,-18
-153.71,61.917,-30
-153.33,61.873,-4
-153.97,61.946,-32
-153.87,61.935,3.8
-153.55,61.899,1.5
-153.22,61.861,68
-153.54,61.898,-5
-153.51,61.895,1.6
-153.33,61.873,-10
-153.87,61.935,-3
-153.22,61.862,54
-153.97,61.947,-20
-154.02,61.952,6.9
-154.04,61.954,8
-153.51,61.895,4.9
-154.03,61.954,-6
-154.02,61.952,4.1
-153.32,61.873,-10
-153.97,61.947,-25
-153.25,61.865,67
-153.87,61.935,5.6
-153.2,61.859,52
-154.09,61.96,3.4
-153.62,61.908,-19
-153.43,61.885,5
-153.87,61.936,-1
-153.66,61.912,-7
-153.6,61.906,-6
-153.38,61.88,-11
-153.55,61.9,7.6
-153.22,61.862,63
-153.7,61.917,-7
-153.87,61.936,-3
-153.22,61.862,61
-153.22,61.862,57
-153.53,61.898,-0
-153.87,61.936,2.9
-153.42,61.885,-3
-153.38,61.881,-4
-153.25,61.865,57
-153.62,61.908,-12
-153.87,61.936,1.8
-154.24,61.978,-0
-154.01,61.952,-8
-153.18,61.857,-2
-154.17,61.969,-5
-153.7,61.918,-1
-153.22,61.862,57
-153.87,61.936,8.6
-153.42,61.885,-8
-153.34,61.877,-15
-153.17,61.857,3
-153.46,61.89,-31
-153.39,61.882,8.5
-153.39,61.882,6.6
-153.42,61.886,-1
-153.96,61.946,-21
-153.53,61.898,-0
-153.59,61.905,-8
-153.95,61.946,-12
-153.87,61.936,1.3
-154.24,61.978,-3
-153.22,61.863,55
-153.33,61.875,-12
-153.58,61.904,-3
-154.24,61.978,-9
-153.98,61.949,-8
-153.42,61.885,-0
-153.26,61.867,69
-153.35,61.878,-11
-154.26,61.98,-14
-153.35,61.878,-8
-154.12,61.965,-8
-153.32,61.874,-4
-153.42,61.886,-8
-153.75,61.924,-6
-153.39,61.882,12
-153.39,61.882,10
-153.38,61.882,11
-153.73,61.921,-12
-153.3,61.872,-13
-153.2,61.86,58
-153.51,61.896,5.5
-153.33,61.875,-4
-153.99,61.951,-24
-154,61.952,-33
-153.78,61.927,-16
-153.28,61.87,-9
-153.39,61.882,9.3
-153.97,61.948,-25
-153.58,61.904,-2
-153.21,61.862,44
-154.01,61.953,-8
-153.97,61.949,-10
-153.33,61.876,-13
-153.33,61.876,-18
-153.39,61.882,14
-154.13,61.967,-14
-153.78,61.927,-20
-154.29,61.983,-4
-153.99,61.951,-15
-153.98,61.949,-13
-153.22,61.864,58
-153.38,61.882,0.6
-153.33,61.876,-16
-153.87,61.938,-13
-153.19,61.86,57
-153.88,61.938,-22
-153.88,61.938,-21
-154.34,61.989,-6
-153.42,61.887,-6
-153.43,61.888,-4
-154.01,61.954,-9
-153.68,61.917,-7
-154.24,61.979,-11
-153.57,61.904,-13
-153.99,61.952,-13
-153.99,61.951,-11
-153.41,61.886,-2
-153.22,61.864,47
-154.24,61.979,-11
-154.24,61.979,-16
-154.18,61.972,-2
-153.56,61.904,6.9
-153.22,61.864,61
-153.56,61.903,4.1
-153.68,61.917,1.1
-153.99,61.952,-14
-153.3,61.873,-24
-153.42,61.887,-3
-153.61,61.909,-9
-153.88,61.939,-19
-153.51,61.898,-4
-153.7,61.919,4.9
-153.54,61.901,12
-153.24,61.867,61
-153.29,61.872,-18
-153.83,61.934,-13
-153.8,61.931,-3
-153.99,61.952,-18
-153.7,61.919,-1
-154.12,61.967,-3
-154,61.953,-8
-153.51,61.898,7.4
-153.8,61.931,-5
-153.97,61.95,-17
-153.73,61.923,-13
-153.47,61.893,-10
-153.7,61.919,-4
-153.97,61.95,-21
-153.34,61.879,-10
-153.22,61.864,59
-153.54,61.901,10
-154.24,61.98,-15
-153.98,61.952,-7
-154.13,61.968,-10
-153.97,61.95,-11
-153.38,61.884,23
-153.23,61.865,49
-153.15,61.857,8
-153.33,61.877,-7
-153.74,61.924,-11
-153.34,61.879,-12
-154.12,61.967,-11
-153.56,61.904,11
-153.22,61.865,57
-153.61,61.91,-3
-153.49,61.896,-6
-154,61.954,-11
-153.22,61.865,56
-153.74,61.925,-17
-153.15,61.857,-15
-154.18,61.974,-2
-153.22,61.865,65
-153.36,61.882,9.2
-153.33,61.879,-20
-154,61.954,-11
-154.24,61.98,-16
-153.33,61.878,-17
-153.81,61.933,-5
-153.29,61.873,-26
-153.87,61.94,-17
-153.68,61.918,4.1
-153.38,61.884,16
-153.22,61.866,50
-153.87,61.94,-17
-153.82,61.934,-15
-153.56,61.905,1.2
-153.52,61.901,9.1
-153.73,61.924,-4
-153.87,61.94,-14
-153.69,61.92,-10
-153.87,61.94,-14
-153.87,61.94,-13
-153.33,61.879,-11
-153.78,61.93,-34
-153.15,61.858,-0
-153.96,61.95,-6
-153.28,61.873,41
-153.87,61.94,-22
-153.81,61.933,4.4
-153.47,61.894,-6
-153.99,61.953,-3
-153.73,61.924,-3
-153.87,61.941,-25
-154.22,61.979,-0
-153.61,61.911,-17
-153.58,61.907,4.7
-153.61,61.911,-18
-153.87,61.941,-27
-153.87,61.94,-30
-153.58,61.907,-7
-153.87,61.94,-15
-153.46,61.894,-19
-153.89,61.942,-29
-153.23,61.868,76
-154.24,61.981,-11
-153.41,61.888,7.6
-153.87,61.94,-10
-154.24,61.982,-6
-153.81,61.934,-3
-153.67,61.918,-0
-153.88,61.941,-36
-153.96,61.951,-15
-153.38,61.885,2.3
-153.48,61.897,-26
-153.88,61.942,-30
-153.79,61.932,-2
-153.59,61.91,4.3
-153.79,61.931,-0
-154.23,61.981,-10
-153.79,61.932,-10
-153.54,61.904,-4
-153.52,61.901,13
-153.55,61.905,1.1
-153.59,61.909,-18
-154.13,61.97,-2
-153.6,61.91,6.4
-153.37,61.885,-14
-153.78,61.931,-23
-153.29,61.874,-23
-153.21,61.866,47
-153.28,61.874,59
-153.67,61.919,-5
-153.42,61.89,6.1
-153.22,61.867,52
-153.37,61.885,-12
-153.75,61.928,-17
-153.35,61.882,1.6
-153.78,61.931,-22
-153.58,61.909,-1
-153.79,61.932,-0
-153.42,61.89,5.8
-154.08,61.965,-7
-153.37,61.885,1.4
-153.36,61.884,0.2
-153.55,61.906,-0
-153.28,61.874,54
-153.94,61.949,-10
-153.35,61.882,-2
-153.56,61.907,30
-153.32,61.88,-12
-153.87,61.941,-29
-153.87,61.942,-35
-153.97,61.953,1.1
-153.28,61.875,47
-154.1,61.967,0.2
-153.91,61.947,-51
-153.43,61.892,-23
-153.59,61.911,6.6
-153.37,61.886,-11
-154.12,61.97,-23
-153.63,61.915,-13
-153.33,61.88,-11
-153.32,61.88,-7
-154.28,61.987,4.3
-154.28,61.987,4.2
-153.86,61.941,-21
-153.87,61.942,-30
-153.98,61.954,8.9
-154.12,61.97,-17
-153.53,61.903,8.2
